Date,Author,Body,Heading,Rating,Location
2020-02-12,Nick ,"Short review: Great stuff, pricey, but top quality. Customer service done the way it should be by every business, but rarely is. If you're unsure whether to buy or not, don't be

Long review: I ended up on Rebecca Udall's website as I was looking for quality new bed linen but was lost in the mire of websites offering 'explanations' about thread count and the benefits of one type of material over another. Google directed me to her explainer page and it was the first one that actually explained things properly, rather than just promoted the particular product they were selling by using misleading marketing speak masquerading as facts. Based on the detail on that journal page I found out via some more research that some well known brands - including one that I was considering buying which is 'never knowlingly undersold', had been exposed by BBC researchers as  using misleading claims on their website, forcing them to make it clearer about the exact quality of some of the higher priced 'premium' linens.

Armed with a clearer understanding of what constituted 'quality' I kind of baulked at the prices on Rebecca's website, but ordered a free swatch and started working out how much the items I wanted would cost if I bought from her, or found identical items elsewhere. Turned out that for the proper quality she offered there was little real competition and no one offering better deals. I decided it was an investment that would last years, convinced myself it was a milestone birthday 'treat' for myself, applied the 'new customer' discount, which made things a bit less harsh and pressed 'buy now'.

From even before I ordered I'd been in touch with Rebecca by email with some questions. I use her first name because, unlike most other companies the replies to the emails all came direct from her. They were always responded to quickly and at every stage the entire focus of her concern was my satisfaction. Top tip - if you set up an account and order a 'free' swatch, the system might then decide you're not a 'new' customer when you actually place a real order. That happened to me and Rebecca fixed it instantly so my discount could be used. My order was for custom made items and these would take a couple of weeks to be ready. It was all due for delivery while I was going to be out of the country, so I cheekily asked if she'd hold it in storage before sending it out, so it would arrive after my return and I could be at home to receive it. No problem at all she said and followed up with me a couple of days before our agreed date just to check it was still ok. Imagine trying to do that with some 'customer service' team at a big retailer....

Anyhow, the products arrived and in a word they are glorious. The quality is obvious, the comfort is supreme and I look forward to climbing into bed every night. The best bit? the more they are washed, the softer and more lovely they will feel. If and when I need any more bedding items I will be looking at Rebecca's website first. Yes, it might be more expensive than others, but you really do get what you pay for and you'll be looked after throughout the process.

UPDATE AUGUST 2021: So I have had the bed linen since Feb 2020 and it is still looking superb. I have been following the care instructions Rebecca gave and could not be happier with the quality. Like I said, it's not cheap stuff, but it is absolutely the best and well worth the investment if you want to feel comfortable and relaxed in bed!",Best customer service I've encountered,5,GB
2020-02-08,Anonymous ,"Excellent service throughout the transaction, communicative and went the extra mile to ensure items were delivered at the desired time.",Excellent service throughout the…,5,GB
2020-01-22,FIONA HODGES,"Fabulous friendly service and fantastic product!
Thank you.",Fabulous friendly service and fantastic…,5,GB
2020-01-20,Jennifer McGreal,Excellent customer service. Products were gorgeous and very high quality.  Both were gifts and I was offered gift wrapping.  They came wrapped in beautiful classy black and white boxes.  I would highly recommend.  Well done Rebecca!,Outstanding on all levels!,5,GB
2020-01-06,christine,Items are of high quality. Beautifully packaged. Good communication from the vendor. Thank you very much!,Excellent,5,GB
2019-12-31,No name ,Perfectly packaged - speedy delivery. Many admirers over the festive holiday. Thank you for your professional service.,Perfectly packaged,1,GB
2019-11-29,Stephanie Linehan,Excellent customer service and fantastic product,Excellent customer service and…,5,US
2019-11-22,Christina Sethi,Rebecca’s coated linen tableware is beautiful and functional and such a good value! The shipping is fast and inexpensive! Highly impressed!!,"Beautiful, functional and affordable!",5,US
2019-09-21,nicola foreman ,Excellent quality cushions would definitely buy from this website again,Excellent quality cushions would…,5,GB
2019-09-09,Meg Gordon Sussman,Absolutely love everything I’ve bought from Rebecca Udall. She has beautiful things and they are very good with letting you know when it will arrive etc! Huge fan!,Absolutely love everything I’ve bought…,5,GB
2019-08-24,Oliver Legard,"Fantastic service, arrived really quickly. All beautifully wrapped. The linen that I bought is far better than anything I’ve found elsewhere, would highly recommend. Wishing you every success!",Fantastic service,5,GB
2019-08-16,Kathy,Received delivery to France within a few days of order.,Very good service.,5,FR
2019-08-12,Peter,"The personal touch of a written card from Rebecca was wonderful (5 stars) .. and the product was excellent ( 5 stars)  .. however the place mats were shipped in a soft cardboard box which was too large for them, and so they arrived very creased and crumpled, and has to be ironed to be used ( 2 stars)",Italian placemats,3,AU
2019-08-09,Anisha Tailor-Mistry,"Fabulous experience shopping at Rebecca Udall. Excellent service and great luxury products of high quality, definitely will be shopping with them again!",Fabulous experience shopping at Rebecca…,5,GB
